id,price
0,1393.2212643698767
1,6613.892697386535
2,1685.012170676233
3,3828.972968358637
4,1723.063467953445
5,9832.893781796187
6,768.6141997055129
7,870.0704630651489
8,680.4022805728928
9,14337.6472570152
10,504.65461335340297
11,988.0157281645552
12,1183.4457167462426
13,1701.2906984240726
14,1538.9221525826472
15,3337.6832270362397
16,1287.6405608431414
17,1089.159069903286
18,2843.965656440796
19,1711.5342998095764
20,4956.019123401584
21,6575.209368251355
22,3084.2971912511603
23,15189.389216497631
24,682.8541675061897
25,5046.44786713654
26,1347.6407956556395
27,9666.429336030129
28,534.0947134532944
29,785.5351690036223
30,6640.327630106452
31,725.5435210877076
32,562.3840886429862
33,890.1852449999168
34,1846.963228687735
35,15685.706894382925
36,1050.422155030163
37,609.1412978359476
38,963.3506432251053
39,1819.813006118031
40,3423.300776686611
41,6009.478224508554
42,6368.843428019525
43,2611.956253029497
44,7847.768376696946
45,5720.9690464400655
46,5589.603633727968
47,2490.7177484036397
48,2883.426428128125
49,4418.493620041849
50,688.1612192989305
51,5087.017282426447
52,796.6237012670354
53,10293.238322552384
54,729.4672067911342
55,7509.702902160676
56,440.99387493738686
57,623.6418879256563
58,848.1320602093801
59,2371.647194482477
60,860.5411010348216
61,1045.2783442606196
62,418.57438824334895
63,4995.737469244839
64,3314.3346107416764
65,865.7814564966576
66,537.6402081103042
67,776.4802767113762
68,733.4073153586105
69,647.9732670635894
70,1832.0360076502875
71,10819.48547634864
72,621.7841305323855
73,1497.630096066834
74,3615.165165688934
75,1660.8693749085978
76,813.9598378037082
77,9993.482811756523
78,2467.7112550736388
79,2400.9624638670107
80,1057.78330455357
81,3037.6392354370073
82,8790.240949478091
83,676.6490614899412
84,763.5717406124786
85,1007.5169253052189
86,2258.5214512200077
87,1224.6451791414038
88,2697.4872491286114
89,6503.7671885193295
90,1249.5502848402575
91,1623.2179711014942
92,799.3799746149198
93,5573.413429740907
94,1212.9561942518667
95,471.4932706021682
96,703.2773471587317
97,10063.515516705902
98,666.6265707091408
99,6033.036309868188
100,6166.310093566866
101,9220.80164894843
102,4634.232141975404
103,15425.708444919528
104,13904.670572623701
105,438.11142412582194
106,590.7726142072098
107,543.1000075229422
108,4743.971886400224
109,2035.4747970067874
110,4097.3978235424465
111,6038.764121309014
112,3827.636576961817
113,788.9226230085807
114,7745.081863772216
115,1786.4142179937078
116,1518.4292308577317
117,1060.1000246667281
118,1189.0837587379829
119,1857.7749726400687
120,1902.3985005543545
121,2004.4440463297974
122,13798.16436790684
123,11645.882387645635
124,8550.367098964842
125,950.124183576645
126,671.2972949893192
127,958.9811026901916
128,3147.0609056913268
129,699.483295019807
130,4180.284659665169
131,2333.7692107074868
132,10340.12005045274
133,773.1008624006972
134,2387.0784480907932
135,780.9860608802154
136,8335.206501245591
137,16961.364807330163
138,1238.1654272266642
139,4437.793613176884
140,2382.907613430263
141,3999.8396409154852
142,1727.5779092275516
143,10902.262795072142
144,3576.719059579165
145,1223.5538902693406
146,949.3496075459734
147,1947.9415558707879
148,2145.959374044181
149,1924.7594074812696
150,5815.286593262197
151,4303.093669992031
152,2462.493962824436
153,1378.7749967911261
154,1129.1679715310202
155,724.463627833964
156,1719.9259066135598
157,1717.52342985207
158,1087.402740702124
159,2118.865501064898
160,1774.7766741552368
161,2490.0853847228896
162,1710.9555211142615
163,875.6356750466838
164,740.2640802190617
165,4471.512509841563
166,615.7124067769363
167,1274.7957406119424
168,17918.36583738038
169,2636.3046100885585
170,3512.0078774505273
171,1368.0144837387813
172,589.5160558932439
173,2231.019491791816
174,8114.754176456572
175,3816.733944151641
176,4152.1065788866
177,4753.492390293719
178,5046.4909896218205
179,1265.576212003918
180,13781.111490171494
181,674.1152768862412
182,10266.689553972425
183,1545.3271504753247
184,1140.28378128642
185,6868.379415635111
186,933.1481125579193
187,2656.055919107141
188,1927.6748967059866
189,737.1293384247438
190,4253.360561929734
191,702.5962780305163
192,2263.0429783166364
193,10620.604075331332
194,2348.749985236765
195,1214.5775804706827
196,13087.038932155909
197,760.9060061090604
198,683.7964398303047
199,757.2310384401097
200,4589.701088309379
201,2490.400989011021
202,812.7996903472557
203,827.480037998499
204,5422.883176703097
205,2155.894899580718
206,14671.385275133045
207,12160.314377978535
208,3842.916461315097
209,753.5941120387033
210,5519.63067169124
211,2172.4563887008444
212,3615.981713634075
213,2948.5870126561244
214,878.1724019349532
215,5813.184528712274
216,1840.7171368003799
217,728.2056333945111
218,4699.3753895835
219,696.0205812827662
220,1790.147497512491
221,1830.0376198963238
222,1193.2282488645033
223,14772.589294742884
224,1995.4577038326279
225,1542.5769917071775
226,2959.675629891546
227,4354.195848196836
228,785.0151317195014
229,5803.954221647325
230,8250.705187607648
231,3168.439083725305
232,865.4760652967708
233,658.8032016345278
234,1456.4759475403446
235,1721.3609028086976
236,2327.847406808378
237,818.7320648171918
238,636.8751902469412
239,7944.136757347824
240,1197.231143888177
241,4348.921726208271
242,8431.905705589892
243,8775.689237587245
244,925.676033925356
245,2474.255760125907
246,14927.129926137715
247,4219.896666850986
248,425.41880911225235
249,949.1883883048758
250,2347.004077497961
251,737.8784904369131
252,900.3221783042864
253,2966.5723939315394
254,14433.09456731388
255,9411.2255822123
256,14265.591756127866
257,810.1344081983881
258,6188.01142572248
259,463.0109597184674
260,706.3690044247522
261,8514.102197568955
262,9016.26363823572
263,2060.5406313986496
264,799.5087298304753
265,2082.0655364916643
266,853.3691200763898
267,604.9554199093
268,876.1665952970253
269,3398.0182350092546
270,1611.544015329422
271,2177.0867510289863
272,3911.942274835052
273,4110.021774794997
274,979.3211310432272
275,506.34297012919336
276,1064.6325054467634
277,710.8626237736063
